instance p cost time
uf250-074.cnf 0.2 0 0.00727431
uf250-074.cnf 0.3 0 0.00330679
uf250-074.cnf 0.4 0 0.00590434
uf250-074.cnf 0.5 0 0.00159476
uf250-074.cnf 0.6 0 0.00483863
uf250-074.cnf 0.7 0 0.00346169
uf250-074.cnf 0.8 0 0.0222842
uf250-074.cnf 0.9 21 20.0002
uf250-075.cnf 0.1 0 0.465601
uf250-075.cnf 0.2 0 0.106015
uf250-075.cnf 0.3 0 0.00825195
uf250-075.cnf 0.4 0 0.00813679
uf250-075.cnf 0.5 0 0.00436481
uf250-075.cnf 0.6 0 0.00620996
uf250-075.cnf 0.7 0 0.00718943
uf250-075.cnf 0.8 0 3.83957
uf250-075.cnf 0.9 11 20.0002
uf250-076.cnf 0.1 0 5.65781
uf250-076.cnf 0.2 0 0.375834
uf250-076.cnf 0.3 0 0.168653
uf250-076.cnf 0.4 0 0.0064876
uf250-076.cnf 0.5 0 0.0062376
uf250-076.cnf 0.6 0 0.0105965
uf250-076.cnf 0.7 0 0.0900361
uf250-076.cnf 0.8 0 8.0588
uf250-076.cnf 0.9 16 20.0003
uf250-077.cnf 0.1 0 0.116337
uf250-077.cnf 0.2 0 0.187816
uf250-077.cnf 0.3 0 0.0279893
uf250-077.cnf 0.4 0 0.0444878
uf250-077.cnf 0.5 0 0.0092665
uf250-077.cnf 0.6 0 0.00650058
uf250-077.cnf 0.7 0 0.0244813
uf250-077.cnf 0.8 0 0.186878
uf250-077.cnf 0.9 16 20.0003
uf250-078.cnf 0.1 0 0.0918105
uf250-078.cnf 0.2 0 0.0902136
uf250-078.cnf 0.3 0 0.21026
uf250-078.cnf 0.4 0 0.00683286
uf250-078.cnf 0.5 0 0.0139433
uf250-078.cnf 0.6 0 0.00273133
uf250-078.cnf 0.7 0 0.00913679
uf250-078.cnf 0.8 0 0.0469642
uf250-078.cnf 0.9 17 20.0003
uf250-079.cnf 0.1 0 0.159599
uf250-079.cnf 0.2 0 0.140329
uf250-079.cnf 0.3 0 0.155174
uf250-079.cnf 0.4 0 0.0180134
uf250-079.cnf 0.5 0 0.0153534
uf250-079.cnf 0.6 0 0.00873587
uf250-079.cnf 0.7 0 0.0317458
uf250-079.cnf 0.8 0 4.62966
uf250-079.cnf 0.9 15 20.0002
uf250-08.cnf 0.1 0 0.014682
uf250-08.cnf 0.2 0 0.128718
uf250-08.cnf 0.3 0 0.00859142
uf250-08.cnf 0.4 0 0.0297267
uf250-08.cnf 0.5 0 0.00908536
uf250-08.cnf 0.6 0 0.00818458
uf250-08.cnf 0.7 0 0.0348699
uf250-08.cnf 0.8 0 1.17791
uf250-08.cnf 0.9 15 20.0002
uf250-080.cnf 0.1 0 1.37837
uf250-080.cnf 0.2 0 0.182422
uf250-080.cnf 0.3 0 0.0472854
uf250-080.cnf 0.4 0 0.00435793
uf250-080.cnf 0.5 0 0.0157266
uf250-080.cnf 0.6 0 0.00499766
uf250-080.cnf 0.7 0 0.014778
uf250-080.cnf 0.8 0 2.65869
uf250-080.cnf 0.9 21 20.0002
uf250-081.cnf 0.1 0 0.0107732
uf250-081.cnf 0.2 0 0.00188572
uf250-081.cnf 0.3 0 0.00696781
uf250-081.cnf 0.4 0 0.0025013
uf250-081.cnf 0.5 0 0.00518894
uf250-081.cnf 0.6 0 0.00252231
uf250-081.cnf 0.7 0 0.0142164
uf250-081.cnf 0.8 0 4.24822
uf250-081.cnf 0.9 20 20.0003
uf250-082.cnf 0.1 0 1.20416
uf250-082.cnf 0.2 0 0.067214
uf250-082.cnf 0.3 0 0.0185711
uf250-082.cnf 0.4 0 0.00633955
uf250-082.cnf 0.5 0 0.00565253
uf250-082.cnf 0.6 0 0.00971146
uf250-082.cnf 0.7 0 0.00621267
uf250-082.cnf 0.8 0 6.59261
uf250-082.cnf 0.9 19 20.0002
uf250-083.cnf 0.1 0 0.00990944
uf250-083.cnf 0.2 0 0.0225754
uf250-083.cnf 0.3 0 0.0112471
uf250-083.cnf 0.4 0 0.0195669
uf250-083.cnf 0.5 0 0.016467
uf250-083.cnf 0.6 0 0.00556884
uf250-083.cnf 0.7 0 0.0287519
uf250-083.cnf 0.8 0 0.0228905
uf250-083.cnf 0.9 13 20.0002
uf250-084.cnf 0.1 0 0.488245
uf250-084.cnf 0.2 0 0.166072
uf250-084.cnf 0.3 0 0.136542
uf250-084.cnf 0.4 0 0.0467194
uf250-084.cnf 0.5 0 0.00541468
uf250-084.cnf 0.6 0 0.00320275
uf250-084.cnf 0.7 0 0.0137635
uf250-084.cnf 0.8 0 3.49086
uf250-084.cnf 0.9 17 20.0003
uf250-085.cnf 0.1 0 0.017238
uf250-085.cnf 0.2 0 0.154846
uf250-085.cnf 0.3 0 0.0882453
uf250-085.cnf 0.4 0 0.00566007
uf250-085.cnf 0.5 0 0.0140547
uf250-085.cnf 0.6 0 0.0192547
uf250-085.cnf 0.7 0 0.00754845
uf250-085.cnf 0.8 0 1.51742
uf250-085.cnf 0.9 13 20.0003
uf250-086.cnf 0.1 0 0.847786
uf250-086.cnf 0.2 0 0.136302
uf250-086.cnf 0.3 0 1.71007
uf250-086.cnf 0.4 0 0.0631228
uf250-086.cnf 0.5 0 0.0462643
uf250-086.cnf 0.6 0 0.0161106
uf250-086.cnf 0.7 0 0.0352126
uf250-086.cnf 0.8 0 9.64803
uf250-086.cnf 0.9 15 20.0003
uf250-087.cnf 0.1 0 2.33318
uf250-087.cnf 0.2 0 0.185037
uf250-087.cnf 0.3 0 0.134826
uf250-087.cnf 0.4 0 0.151885
uf250-087.cnf 0.5 0 0.0228247
uf250-087.cnf 0.6 0 0.0173513
uf250-087.cnf 0.7 0 0.0362196
uf250-087.cnf 0.8 0 3.00656
uf250-087.cnf 0.9 21 20.0003
uf250-088.cnf 0.1 0 0.170733
uf250-088.cnf 0.2 0 0.0401676
uf250-088.cnf 0.3 0 0.199169
uf250-088.cnf 0.4 0 0.0129824
uf250-088.cnf 0.5 0 0.00736696
uf250-088.cnf 0.6 0 0.00195198
uf250-088.cnf 0.7 0 0.0136207
uf250-088.cnf 0.8 0 1.52621
uf250-088.cnf 0.9 13 20.0002
uf250-089.cnf 0.1 0 0.347417
uf250-089.cnf 0.2 0 0.0179886
uf250-089.cnf 0.3 0 0.0215231
uf250-089.cnf 0.4 0 0.0030618
uf250-089.cnf 0.5 0 0.00345944
uf250-089.cnf 0.6 0 0.00659615
uf250-089.cnf 0.7 0 0.0063998
uf250-089.cnf 0.8 0 0.23744
uf250-089.cnf 0.9 13 20.0003
uf250-09.cnf 0.1 0 0.618982
uf250-09.cnf 0.2 0 0.551338
uf250-09.cnf 0.3 0 0.0593397
uf250-09.cnf 0.4 0 0.00614544
uf250-09.cnf 0.5 0 0.00170251
uf250-09.cnf 0.6 0 0.0157826
uf250-09.cnf 0.7 0 0.0465209
uf250-09.cnf 0.8 0 3.29248
uf250-09.cnf 0.9 19 20.0002
uf250-090.cnf 0.1 0 1.23303
uf250-090.cnf 0.2 0 0.0212341
uf250-090.cnf 0.3 0 0.00412276
uf250-090.cnf 0.4 0 0.0538314
uf250-090.cnf 0.5 0 0.00521213
uf250-090.cnf 0.6 0 0.00590844
uf250-090.cnf 0.7 0 0.00534258
uf250-090.cnf 0.8 0 1.56037
uf250-090.cnf 0.9 19 20.0002
uf250-091.cnf 0.1 0 0.110991
uf250-091.cnf 0.2 0 0.0209287
uf250-091.cnf 0.3 0 0.00474515
uf250-091.cnf 0.4 0 0.00234842
uf250-091.cnf 0.5 0 0.00554105
uf250-091.cnf 0.6 0 0.00485781
uf250-091.cnf 0.7 0 0.00741702
uf250-091.cnf 0.8 0 0.0247098
uf250-091.cnf 0.9 11 20.0002
uf250-092.cnf 0.1 0 0.0218362
uf250-092.cnf 0.2 0 0.00446197
uf250-092.cnf 0.3 0 0.0151888
uf250-092.cnf 0.4 0 0.00507651
uf250-092.cnf 0.5 0 0.00587691
uf250-092.cnf 0.6 0 0.00359932
uf250-092.cnf 0.7 0 0.00282797
uf250-092.cnf 0.8 0 0.296554
uf250-092.cnf 0.9 12 20.0002
uf250-093.cnf 0.1 0 13.332
uf250-093.cnf 0.2 0 1.19675
uf250-093.cnf 0.3 0 2.31305
uf250-093.cnf 0.4 0 2.23479
uf250-093.cnf 0.5 0 0.127004
uf250-093.cnf 0.6 0 0.0343816
uf250-093.cnf 0.7 0 0.761048
uf250-093.cnf 0.8 7 20.0002
uf250-093.cnf 0.9 12 20.0002
uf250-094.cnf 0.1 0 0.543284
uf250-094.cnf 0.2 0 0.578414
uf250-094.cnf 0.3 0 0.0832775
uf250-094.cnf 0.4 0 0.038895
uf250-094.cnf 0.5 0 0.0834707
uf250-094.cnf 0.6 0 0.0299619
uf250-094.cnf 0.7 0 0.0142712
uf250-094.cnf 0.8 13 20.0003
uf250-094.cnf 0.9 19 20.0003
uf250-095.cnf 0.1 0 0.022581
uf250-095.cnf 0.2 0 0.0298871
uf250-095.cnf 0.3 0 0.00832849
uf250-095.cnf 0.4 0 0.00537531
uf250-095.cnf 0.5 0 0.00303241
uf250-095.cnf 0.6 0 0.00222851
uf250-095.cnf 0.7 0 0.00267462
uf250-095.cnf 0.8 0 0.04399
uf250-095.cnf 0.9 14 20.0002
uf250-096.cnf 0.1 0 0.130519
uf250-096.cnf 0.2 0 0.162188
uf250-096.cnf 0.3 0 0.0169706
uf250-096.cnf 0.4 0 0.00298436
uf250-096.cnf 0.5 0 0.00701803
uf250-096.cnf 0.6 0 0.00235311
uf250-096.cnf 0.7 0 0.00634792
uf250-096.cnf 0.8 0 2.51839
uf250-096.cnf 0.9 21 20.0003
uf250-097.cnf 0.1 0 6.02759
uf250-097.cnf 0.2 0 0.420498
uf250-097.cnf 0.3 0 0.147809
uf250-097.cnf 0.4 0 0.410789
uf250-097.cnf 0.5 0 0.0261117
uf250-097.cnf 0.6 0 0.0522598
uf250-097.cnf 0.7 0 0.342572
uf250-097.cnf 0.8 0 9.75446
uf250-097.cnf 0.9 15 20.0003
uf250-098.cnf 0.1 0 0.184548
uf250-098.cnf 0.2 0 0.0171489
uf250-098.cnf 0.3 0 0.00908908
uf250-098.cnf 0.4 0 0.00606787
uf250-098.cnf 0.5 0 0.00290083
uf250-098.cnf 0.6 0 0.00521628
uf250-098.cnf 0.7 0 0.00721831
uf250-098.cnf 0.8 0 0.0320327
uf250-098.cnf 0.9 11 20.0002
uf250-099.cnf 0.1 0 0.656514
uf250-099.cnf 0.2 0 0.281264
uf250-099.cnf 0.3 0 0.00990907
uf250-099.cnf 0.4 0 0.00729727
uf250-099.cnf 0.5 0 0.00393483
uf250-099.cnf 0.6 0 0.0136696
uf250-099.cnf 0.7 0 0.0109468
uf250-099.cnf 0.8 0 1.44193
uf250-099.cnf 0.9 20 20.0002
