instance it g initsat
uf250-088.cnf 1 2000 87.6995
uf250-088.cnf 1 2000 87.1361
uf250-088.cnf 1 2000 88.3568
uf250-089.cnf 0 2000 87.3239
uf250-089.cnf 0 2000 86.1033
uf250-089.cnf 0 2000 88.6385
uf250-089.cnf 0 2000 88.7324
uf250-089.cnf 1 2000 88.8263
uf250-089.cnf 1 2000 87.3239
uf250-089.cnf 1 2000 88.5446
uf250-089.cnf 1 2000 87.1361
uf250-09.cnf 0 2000 87.3239
uf250-09.cnf 0 2000 88.2629
uf250-09.cnf 0 2000 87.4178
uf250-09.cnf 0 2000 86.5728
uf250-09.cnf 1 2000 87.3239
uf250-09.cnf 1 2000 87.3239
uf250-09.cnf 1 2000 87.7934
uf250-09.cnf 1 2000 86.6667
uf250-090.cnf 0 2000 88.2629
uf250-090.cnf 0 2000 88.6385
uf250-090.cnf 0 2000 87.4178
uf250-090.cnf 0 2000 86.5728
uf250-090.cnf 1 2000 87.1361
uf250-090.cnf 1 2000 87.4178
uf250-090.cnf 1 2000 87.1361
uf250-090.cnf 1 2000 88.7324
uf250-091.cnf 0 2000 87.5117
uf250-091.cnf 0 2000 85.2582
uf250-091.cnf 0 2000 87.6995
uf250-091.cnf 0 2000 89.0141
uf250-091.cnf 1 2000 87.4178
uf250-091.cnf 1 2000 87.0423
uf250-091.cnf 1 2000 88.2629
uf250-091.cnf 1 2000 87.6995
uf250-092.cnf 0 2000 86.2911
uf250-092.cnf 0 2000 88.3568
uf250-092.cnf 0 2000 87.8873
uf250-092.cnf 0 2000 85.6338
uf250-092.cnf 1 2000 87.1361
uf250-092.cnf 1 2000 86.0094
uf250-092.cnf 1 2000 87.6995
uf250-092.cnf 1 2000 88.4507
uf250-093.cnf 0 2000 87.3239
uf250-093.cnf 0 2000 89.3897
uf250-093.cnf 0 2000 88.8263
uf250-093.cnf 0 2000 86.7606
uf250-093.cnf 1 2000 88.2629
uf250-093.cnf 1 2000 87.9812
uf250-093.cnf 1 2000 86.8545
uf250-093.cnf 1 2000 88.169
uf250-094.cnf 0 2000 86.5728
uf250-094.cnf 0 2000 86.7606
uf250-094.cnf 0 2000 86.7606
uf250-094.cnf 0 2000 87.7934
uf250-094.cnf 1 2000 85.9155
uf250-094.cnf 1 2000 86.1972
uf250-094.cnf 1 2000 87.4178
uf250-094.cnf 1 2000 87.5117
uf250-095.cnf 0 2000 87.1361
uf250-095.cnf 0 2000 89.2958
uf250-095.cnf 0 2000 88.2629
uf250-095.cnf 0 2000 87.5117
uf250-095.cnf 1 2000 87.5117
uf250-095.cnf 1 2000 88.2629
uf250-095.cnf 1 2000 89.7653
uf250-095.cnf 1 2000 89.2958
uf250-096.cnf 0 2000 87.23
uf250-096.cnf 0 2000 89.5775
uf250-096.cnf 0 2000 87.23
uf250-096.cnf 0 2000 88.4507
uf250-096.cnf 1 2000 87.1361
uf250-096.cnf 1 2000 86.6667
uf250-096.cnf 1 2000 87.3239
uf250-096.cnf 1 2000 86.7606
uf250-097.cnf 0 2000 87.8873
uf250-097.cnf 0 2000 86.8545
uf250-097.cnf 0 2000 87.3239
uf250-097.cnf 0 2000 88.169
uf250-097.cnf 1 2000 89.3897
uf250-097.cnf 1 2000 86.9484
uf250-097.cnf 1 2000 86.6667
uf250-097.cnf 1 2000 87.4178
uf250-098.cnf 0 2000 88.6385
uf250-098.cnf 0 2000 86.1033
uf250-098.cnf 0 2000 85.7277
uf250-098.cnf 0 2000 87.8873
uf250-098.cnf 1 2000 87.3239
uf250-098.cnf 1 2000 88.4507
uf250-098.cnf 1 2000 88.0751
uf250-098.cnf 1 2000 87.8873
uf250-099.cnf 0 2000 87.4178
uf250-099.cnf 0 2000 86.385
uf250-099.cnf 0 2000 87.9812
uf250-099.cnf 0 2000 86.5728
uf250-099.cnf 1 2000 88.169
uf250-099.cnf 1 2000 88.2629
uf250-099.cnf 1 2000 86.7606
uf250-099.cnf 1 2000 86.0094
uuf250-01.cnf 0 2000 87.3239
uuf250-01.cnf 0 2000 89.4836
uuf250-01.cnf 0 2000 87.6995
uuf250-01.cnf 0 2000 87.1361
uuf250-01.cnf 1 2000 87.0423
uuf250-01.cnf 1 2000 87.9812
uuf250-01.cnf 1 2000 86.7606
uuf250-01.cnf 1 2000 86.385
uuf250-010.cnf 0 2000 87.6056
uuf250-010.cnf 0 2000 87.1361
uuf250-010.cnf 0 2000 88.169
uuf250-010.cnf 0 2000 86.9484
uuf250-010.cnf 1 2000 87.5117
uuf250-010.cnf 1 2000 87.3239
uuf250-010.cnf 1 2000 86.1972
uuf250-010.cnf 1 2000 86.4789
uuf250-0100.cnf 0 2000 87.8873
uuf250-0100.cnf 0 2000 86.6667
uuf250-0100.cnf 0 2000 87.4178
uuf250-0100.cnf 0 2000 88.6385
uuf250-0100.cnf 1 2000 86.9484
uuf250-0100.cnf 1 2000 88.3568
uuf250-0100.cnf 1 2000 87.6056
uuf250-0100.cnf 1 2000 88.3568
uuf250-011.cnf 0 2000 87.4178
uuf250-011.cnf 0 2000 84.6948
uuf250-011.cnf 0 2000 88.169
uuf250-011.cnf 0 2000 87.9812
uuf250-011.cnf 1 2000 87.0423
uuf250-011.cnf 1 2000 87.5117
uuf250-011.cnf 1 2000 86.9484
uuf250-011.cnf 1 2000 87.0423
uuf250-012.cnf 0 2000 87.1361
uuf250-012.cnf 0 2000 87.4178
uuf250-012.cnf 0 2000 88.6385
uuf250-012.cnf 0 2000 85.446
uuf250-012.cnf 1 2000 88.3568
uuf250-012.cnf 1 2000 87.8873
uuf250-012.cnf 1 2000 87.7934
uuf250-012.cnf 1 2000 88.169
uuf250-013.cnf 0 2000 89.6714
uuf250-013.cnf 0 2000 86.8545
uuf250-013.cnf 0 2000 86.5728
uuf250-013.cnf 0 2000 85.9155
uuf250-013.cnf 1 2000 86.8545
uuf250-013.cnf 1 2000 88.0751
uuf250-013.cnf 1 2000 86.9484
uuf250-013.cnf 1 2000 87.4178
uuf250-014.cnf 0 2000 86.9484
uuf250-014.cnf 0 2000 87.23
uuf250-014.cnf 0 2000 87.23
uuf250-014.cnf 0 2000 87.6995
uuf250-014.cnf 1 2000 85.8216
uuf250-014.cnf 1 2000 88.169
uuf250-014.cnf 1 2000 89.108
uuf250-014.cnf 1 2000 87.6056
uuf250-015.cnf 0 2000 86.9484
uuf250-015.cnf 0 2000 89.2019
uuf250-015.cnf 0 2000 88.2629
uuf250-015.cnf 0 2000 87.23
uuf250-015.cnf 1 2000 87.8873
uuf250-015.cnf 1 2000 87.6995
uuf250-015.cnf 1 2000 86.9484
uuf250-015.cnf 1 2000 87.9812
uuf250-016.cnf 0 2000 87.1361
uuf250-016.cnf 0 2000 89.108
uuf250-016.cnf 0 2000 87.23
uuf250-016.cnf 0 2000 87.3239
uuf250-016.cnf 1 2000 85.5399
uuf250-016.cnf 1 2000 86.9484
uuf250-016.cnf 1 2000 85.446
uuf250-016.cnf 1 2000 87.5117
uuf250-017.cnf 0 2000 88.3568
uuf250-017.cnf 0 2000 86.1972
uuf250-017.cnf 0 2000 87.5117
uuf250-017.cnf 0 2000 87.9812
uuf250-017.cnf 1 2000 88.0751
uuf250-017.cnf 1 2000 88.6385
uuf250-017.cnf 1 2000 86.7606
uuf250-017.cnf 1 2000 87.6995
uuf250-018.cnf 0 2000 88.0751
uuf250-018.cnf 0 2000 86.9484
uuf250-018.cnf 0 2000 88.9202
uuf250-018.cnf 0 2000 88.5446
uuf250-018.cnf 1 2000 87.9812
uuf250-018.cnf 1 2000 85.2582
uuf250-018.cnf 1 2000 88.3568
uuf250-018.cnf 1 2000 86.4789
uuf250-019.cnf 0 2000 88.0751
uuf250-019.cnf 0 2000 88.5446
uuf250-019.cnf 0 2000 86.6667
uuf250-019.cnf 0 2000 87.7934
uuf250-019.cnf 1 2000 87.4178
uuf250-019.cnf 1 2000 86.6667
uuf250-019.cnf 1 2000 87.0423
uuf250-019.cnf 1 2000 87.23
uuf250-02.cnf 0 2000 87.6995
uuf250-02.cnf 0 2000 84.7887
uuf250-02.cnf 0 2000 86.9484
uuf250-02.cnf 0 2000 89.5775
uuf250-02.cnf 1 2000 86.2911
uuf250-02.cnf 1 2000 88.4507
uuf250-02.cnf 1 2000 87.3239
uuf250-02.cnf 1 2000 86.7606
uuf250-020.cnf 0 2000 89.0141
uuf250-020.cnf 0 2000 89.2019
uuf250-020.cnf 0 2000 85.5399
uuf250-020.cnf 0 2000 89.9531
uuf250-020.cnf 1 2000 87.1361
uuf250-020.cnf 1 2000 88.4507
uuf250-020.cnf 1 2000 87.5117
uuf250-020.cnf 1 2000 88.0751
uuf250-021.cnf 0 2000 87.23
uuf250-021.cnf 0 2000 88.3568
uuf250-021.cnf 0 2000 88.6385
uuf250-021.cnf 0 2000 87.23
uuf250-021.cnf 1 2000 86.5728
uuf250-021.cnf 1 2000 88.9202
uuf250-021.cnf 1 2000 87.5117
uuf250-021.cnf 1 2000 87.1361
uuf250-022.cnf 0 2000 86.385
uuf250-022.cnf 0 2000 88.169
uuf250-022.cnf 0 2000 87.0423
uuf250-022.cnf 0 2000 88.2629
uuf250-022.cnf 1 2000 87.4178
uuf250-022.cnf 1 2000 87.6056
uuf250-022.cnf 1 2000 89.4836
uuf250-022.cnf 1 2000 87.9812
uuf250-023.cnf 0 2000 87.5117
uuf250-023.cnf 0 2000 85.6338
uuf250-023.cnf 0 2000 86.5728
uuf250-023.cnf 0 2000 86.9484
uuf250-023.cnf 1 2000 87.0423
uuf250-023.cnf 1 2000 86.385
uuf250-023.cnf 1 2000 87.3239
uuf250-023.cnf 1 2000 85.2582
uuf250-024.cnf 0 2000 87.5117
uuf250-024.cnf 0 2000 89.2958
uuf250-024.cnf 0 2000 87.1361
uuf250-024.cnf 0 2000 86.7606
uuf250-024.cnf 1 2000 87.6056
uuf250-024.cnf 1 2000 87.4178
uuf250-024.cnf 1 2000 86.385
uuf250-024.cnf 1 2000 88.6385
uuf250-025.cnf 0 2000 87.1361
uuf250-025.cnf 0 2000 87.23
uuf250-025.cnf 0 2000 88.5446
uuf250-025.cnf 0 2000 88.7324
uuf250-025.cnf 1 2000 88.8263
uuf250-025.cnf 1 2000 88.4507
uuf250-025.cnf 1 2000 88.6385
uuf250-025.cnf 1 2000 86.9484
uuf250-026.cnf 0 2000 86.7606
uuf250-026.cnf 0 2000 86.1972
uuf250-026.cnf 0 2000 87.0423
uuf250-026.cnf 0 2000 89.108
uuf250-026.cnf 1 2000 86.9484
uuf250-026.cnf 1 2000 88.4507
uuf250-026.cnf 1 2000 85.8216
uuf250-026.cnf 1 2000 86.1972
uuf250-027.cnf 0 2000 88.169
uuf250-027.cnf 0 2000 90.1408
uuf250-027.cnf 0 2000 88.7324
uuf250-027.cnf 0 2000 87.23
uuf250-027.cnf 1 2000 87.7934
uuf250-027.cnf 1 2000 87.4178
uuf250-027.cnf 1 2000 89.0141
uuf250-027.cnf 1 2000 87.7934
uuf250-028.cnf 0 2000 87.6995
uuf250-028.cnf 0 2000 88.5446
uuf250-028.cnf 0 2000 87.6056
uuf250-028.cnf 0 2000 86.5728
uuf250-028.cnf 1 2000 85.5399
uuf250-028.cnf 1 2000 87.23
uuf250-028.cnf 1 2000 87.3239
uuf250-028.cnf 1 2000 87.6995
uuf250-029.cnf 0 2000 87.8873
uuf250-029.cnf 0 2000 85.8216
uuf250-029.cnf 0 2000 87.23
uuf250-029.cnf 0 2000 88.3568
uuf250-029.cnf 1 2000 87.7934
uuf250-029.cnf 1 2000 86.4789
uuf250-029.cnf 1 2000 88.7324
uuf250-029.cnf 1 2000 87.6056
uuf250-03.cnf 0 2000 87.23
uuf250-03.cnf 0 2000 87.1361
uuf250-03.cnf 0 2000 88.2629
uuf250-03.cnf 0 2000 87.9812
uuf250-03.cnf 1 2000 87.0423
uuf250-03.cnf 1 2000 86.2911
uuf250-03.cnf 1 2000 87.4178
uuf250-03.cnf 1 2000 87.9812
uuf250-030.cnf 0 2000 87.8873
uuf250-030.cnf 0 2000 88.169
uuf250-030.cnf 0 2000 87.8873
uuf250-030.cnf 0 2000 89.108
uuf250-030.cnf 1 2000 87.1361
uuf250-030.cnf 1 2000 89.108
uuf250-030.cnf 1 2000 85.5399
uuf250-030.cnf 1 2000 89.108
uuf250-031.cnf 0 2000 87.6995
uuf250-031.cnf 0 2000 85.9155
uuf250-031.cnf 0 2000 86.5728
uuf250-031.cnf 0 2000 86.8545
uuf250-031.cnf 1 2000 88.5446
uuf250-031.cnf 1 2000 86.9484
uuf250-031.cnf 1 2000 87.6056
uuf250-031.cnf 1 2000 87.5117
uuf250-032.cnf 0 2000 87.7934
uuf250-032.cnf 0 2000 86.6667
uuf250-032.cnf 0 2000 87.6995
uuf250-032.cnf 0 2000 86.7606
uuf250-032.cnf 1 2000 88.3568
uuf250-032.cnf 1 2000 87.5117
uuf250-032.cnf 1 2000 86.8545
uuf250-032.cnf 1 2000 87.8873
uuf250-033.cnf 0 2000 87.6056
uuf250-033.cnf 0 2000 89.108
uuf250-033.cnf 0 2000 87.3239
uuf250-033.cnf 0 2000 86.1972
uuf250-033.cnf 1 2000 88.7324
uuf250-033.cnf 1 2000 87.3239
uuf250-033.cnf 1 2000 86.1972
uuf250-033.cnf 1 2000 88.2629
uuf250-034.cnf 0 2000 87.5117
uuf250-034.cnf 0 2000 87.5117
uuf250-034.cnf 0 2000 87.5117
uuf250-034.cnf 0 2000 87.4178
uuf250-034.cnf 1 2000 87.6995
uuf250-034.cnf 1 2000 86.5728
uuf250-034.cnf 1 2000 85.6338
uuf250-034.cnf 1 2000 88.2629
uuf250-035.cnf 0 2000 85.446
uuf250-035.cnf 0 2000 86.8545
uuf250-035.cnf 0 2000 88.4507
uuf250-035.cnf 0 2000 87.0423
uuf250-035.cnf 1 2000 86.7606
uuf250-035.cnf 1 2000 86.4789
uuf250-035.cnf 1 2000 84.8826
uuf250-035.cnf 1 2000 87.9812
uuf250-036.cnf 0 2000 88.3568
uuf250-036.cnf 0 2000 87.3239
uuf250-036.cnf 0 2000 88.169
uuf250-036.cnf 0 2000 89.108
uuf250-036.cnf 1 2000 86.8545
uuf250-036.cnf 1 2000 87.0423
uuf250-036.cnf 1 2000 86.4789
uuf250-036.cnf 1 2000 86.0094
uuf250-037.cnf 0 2000 87.23
uuf250-037.cnf 0 2000 87.6056
uuf250-037.cnf 0 2000 87.9812
uuf250-037.cnf 0 2000 88.3568
uuf250-037.cnf 1 2000 86.5728
uuf250-037.cnf 1 2000 86.5728
uuf250-037.cnf 1 2000 86.6667
uuf250-037.cnf 1 2000 85.7277
uuf250-038.cnf 0 2000 87.1361
uuf250-038.cnf 0 2000 88.9202
uuf250-038.cnf 0 2000 87.7934
uuf250-038.cnf 0 2000 86.1972
uuf250-038.cnf 1 2000 87.23
uuf250-038.cnf 1 2000 87.1361
uuf250-038.cnf 1 2000 88.7324
uuf250-038.cnf 1 2000 87.8873
uuf250-039.cnf 0 2000 87.9812
uuf250-039.cnf 0 2000 87.4178
uuf250-039.cnf 0 2000 87.8873
uuf250-039.cnf 0 2000 85.7277
uuf250-039.cnf 1 2000 87.8873
uuf250-039.cnf 1 2000 87.3239
uuf250-039.cnf 1 2000 88.169
uuf250-039.cnf 1 2000 87.4178
uuf250-04.cnf 0 2000 87.6995
uuf250-04.cnf 0 2000 87.4178
uuf250-04.cnf 0 2000 86.5728
uuf250-04.cnf 0 2000 85.2582
uuf250-04.cnf 1 2000 88.5446
uuf250-04.cnf 1 2000 84.8826
uuf250-04.cnf 1 2000 86.385
uuf250-04.cnf 1 2000 88.4507
uuf250-040.cnf 0 2000 87.8873
uuf250-040.cnf 0 2000 87.9812
uuf250-040.cnf 0 2000 86.9484
uuf250-040.cnf 0 2000 86.0094
uuf250-040.cnf 1 2000 86.385
uuf250-040.cnf 1 2000 86.9484
uuf250-040.cnf 1 2000 87.3239
uuf250-040.cnf 1 2000 85.7277
uuf250-041.cnf 0 2000 88.2629
uuf250-041.cnf 0 2000 86.6667
uuf250-041.cnf 0 2000 89.2019
uuf250-041.cnf 0 2000 87.8873
uuf250-041.cnf 1 2000 88.3568
uuf250-041.cnf 1 2000 87.4178
uuf250-041.cnf 1 2000 88.8263
uuf250-041.cnf 1 2000 87.7934
uuf250-042.cnf 0 2000 87.5117
uuf250-042.cnf 0 2000 88.5446
uuf250-042.cnf 0 2000 86.6667
uuf250-042.cnf 0 2000 86.6667
uuf250-042.cnf 1 2000 89.2958
uuf250-042.cnf 1 2000 87.6995
uuf250-042.cnf 1 2000 86.385
uuf250-042.cnf 1 2000 89.2019
uuf250-043.cnf 0 2000 86.6667
uuf250-043.cnf 0 2000 87.6056
uuf250-043.cnf 0 2000 88.169
uuf250-043.cnf 0 2000 86.2911
uuf250-043.cnf 1 2000 87.5117
uuf250-043.cnf 1 2000 87.1361
uuf250-043.cnf 1 2000 86.9484
uuf250-043.cnf 1 2000 88.4507
uuf250-044.cnf 0 2000 87.0423
uuf250-044.cnf 0 2000 87.6995
uuf250-044.cnf 0 2000 88.9202
uuf250-044.cnf 0 2000 88.0751
uuf250-044.cnf 1 2000 87.9812
uuf250-044.cnf 1 2000 87.3239
uuf250-044.cnf 1 2000 88.4507
uuf250-044.cnf 1 2000 86.5728
uuf250-045.cnf 0 2000 86.4789
uuf250-045.cnf 0 2000 87.5117
uuf250-045.cnf 0 2000 89.4836
uuf250-045.cnf 0 2000 86.1033
uuf250-045.cnf 1 2000 87.3239
uuf250-045.cnf 1 2000 86.8545
uuf250-045.cnf 1 2000 87.6056
uuf250-045.cnf 1 2000 87.8873
uuf250-046.cnf 0 2000 87.6056
uuf250-046.cnf 0 2000 89.7653
uuf250-046.cnf 0 2000 88.0751
uuf250-046.cnf 0 2000 86.7606
uuf250-046.cnf 1 2000 86.8545
uuf250-046.cnf 1 2000 89.0141
uuf250-046.cnf 1 2000 88.0751
uuf250-046.cnf 1 2000 89.4836
uuf250-047.cnf 0 2000 88.7324
uuf250-047.cnf 0 2000 87.7934
uuf250-047.cnf 0 2000 88.7324
uuf250-047.cnf 0 2000 87.4178
uuf250-047.cnf 1 2000 89.4836
uuf250-047.cnf 1 2000 87.1361
uuf250-047.cnf 1 2000 87.1361
uuf250-047.cnf 1 2000 87.1361
uuf250-048.cnf 0 2000 88.169
uuf250-048.cnf 0 2000 87.1361
uuf250-048.cnf 0 2000 87.6995
uuf250-048.cnf 0 2000 87.9812
uuf250-048.cnf 1 2000 87.4178
uuf250-048.cnf 1 2000 86.1033
uuf250-048.cnf 1 2000 85.8216
uuf250-048.cnf 1 2000 87.7934
uuf250-049.cnf 0 2000 86.385
uuf250-049.cnf 0 2000 86.7606
uuf250-049.cnf 0 2000 88.8263
uuf250-049.cnf 0 2000 87.4178
uuf250-049.cnf 1 2000 86.1972
uuf250-049.cnf 1 2000 86.9484
uuf250-049.cnf 1 2000 86.0094
uuf250-049.cnf 1 2000 87.6056
uuf250-05.cnf 0 2000 86.7606
uuf250-05.cnf 0 2000 87.3239
uuf250-05.cnf 0 2000 89.3897
uuf250-05.cnf 0 2000 86.2911
uuf250-05.cnf 1 2000 88.4507
uuf250-05.cnf 1 2000 86.2911
uuf250-05.cnf 1 2000 87.6995
uuf250-05.cnf 1 2000 85.446
uuf250-050.cnf 0 2000 86.7606
uuf250-050.cnf 0 2000 87.5117
uuf250-050.cnf 0 2000 88.169
uuf250-050.cnf 0 2000 86.4789
uuf250-050.cnf 1 2000 87.7934
uuf250-050.cnf 1 2000 86.7606
uuf250-050.cnf 1 2000 88.4507
uuf250-050.cnf 1 2000 87.5117
uuf250-051.cnf 0 2000 88.6385
uuf250-051.cnf 0 2000 90.047
uuf250-051.cnf 0 2000 87.9812
uuf250-051.cnf 0 2000 87.5117
uuf250-051.cnf 1 2000 88.2629
uuf250-051.cnf 1 2000 89.2958
uuf250-051.cnf 1 2000 86.1972
uuf250-051.cnf 1 2000 86.6667
uuf250-052.cnf 0 2000 87.8873
uuf250-052.cnf 0 2000 88.4507
uuf250-052.cnf 0 2000 87.7934
uuf250-052.cnf 0 2000 87.6056
uuf250-052.cnf 1 2000 87.0423
uuf250-052.cnf 1 2000 86.1033
uuf250-052.cnf 1 2000 87.7934
uuf250-052.cnf 1 2000 86.2911
uuf250-053.cnf 0 2000 86.1033
uuf250-053.cnf 0 2000 86.8545
uuf250-053.cnf 0 2000 86.6667
uuf250-053.cnf 0 2000 88.4507
uuf250-053.cnf 1 2000 86.7606
uuf250-053.cnf 1 2000 88.4507
uuf250-053.cnf 1 2000 87.8873
uuf250-053.cnf 1 2000 87.5117
uuf250-054.cnf 0 2000 87.23
uuf250-054.cnf 0 2000 87.6056
uuf250-054.cnf 0 2000 87.5117
uuf250-054.cnf 0 2000 86.6667
uuf250-054.cnf 1 2000 88.0751
uuf250-054.cnf 1 2000 87.6056
uuf250-054.cnf 1 2000 87.0423
uuf250-054.cnf 1 2000 87.1361
uuf250-055.cnf 0 2000 88.3568
uuf250-055.cnf 0 2000 88.7324
uuf250-055.cnf 0 2000 88.7324
uuf250-055.cnf 0 2000 88.6385
uuf250-055.cnf 1 2000 88.8263
uuf250-055.cnf 1 2000 87.9812
uuf250-055.cnf 1 2000 85.1643
uuf250-055.cnf 1 2000 87.9812
uuf250-056.cnf 0 2000 87.9812
uuf250-056.cnf 0 2000 86.5728
uuf250-056.cnf 0 2000 86.5728
uuf250-056.cnf 0 2000 86.8545
uuf250-056.cnf 1 2000 87.5117
uuf250-056.cnf 1 2000 88.0751
uuf250-056.cnf 1 2000 87.4178
uuf250-056.cnf 1 2000 88.3568
uuf250-057.cnf 0 2000 86.8545
uuf250-057.cnf 0 2000 87.6995
uuf250-057.cnf 0 2000 86.6667
uuf250-057.cnf 0 2000 87.3239
uuf250-057.cnf 1 2000 86.6667
uuf250-057.cnf 1 2000 87.6995
uuf250-057.cnf 1 2000 87.4178
uuf250-057.cnf 1 2000 87.0423
uuf250-058.cnf 0 2000 86.5728
uuf250-058.cnf 0 2000 87.4178
uuf250-058.cnf 0 2000 88.5446
uuf250-058.cnf 0 2000 88.5446
uuf250-058.cnf 1 2000 88.2629
uuf250-058.cnf 1 2000 87.4178
uuf250-058.cnf 1 2000 86.1972
uuf250-058.cnf 1 2000 88.5446
uuf250-059.cnf 0 2000 89.0141
uuf250-059.cnf 0 2000 86.2911
uuf250-059.cnf 0 2000 86.0094
uuf250-059.cnf 0 2000 89.0141
uuf250-059.cnf 1 2000 86.4789
uuf250-059.cnf 1 2000 86.9484
uuf250-059.cnf 1 2000 87.0423
uuf250-059.cnf 1 2000 86.7606
uuf250-06.cnf 0 2000 88.0751
uuf250-06.cnf 0 2000 87.8873
uuf250-06.cnf 0 2000 86.6667
uuf250-06.cnf 0 2000 88.2629
uuf250-06.cnf 1 2000 87.7934
uuf250-06.cnf 1 2000 86.6667
uuf250-06.cnf 1 2000 86.385
uuf250-06.cnf 1 2000 86.8545
uuf250-060.cnf 0 2000 86.5728
uuf250-060.cnf 0 2000 88.9202
uuf250-060.cnf 0 2000 85.9155
uuf250-060.cnf 0 2000 85.3521
uuf250-060.cnf 1 2000 85.446
uuf250-060.cnf 1 2000 86.385
uuf250-060.cnf 1 2000 87.6995
uuf250-060.cnf 1 2000 86.4789
uuf250-061.cnf 0 2000 87.1361
uuf250-061.cnf 0 2000 86.7606
uuf250-061.cnf 0 2000 88.2629
uuf250-061.cnf 0 2000 89.6714
uuf250-061.cnf 1 2000 87.6995
uuf250-061.cnf 1 2000 87.9812
uuf250-061.cnf 1 2000 89.4836
uuf250-061.cnf 1 2000 87.8873
uuf250-062.cnf 0 2000 87.1361
uuf250-062.cnf 0 2000 86.6667
uuf250-062.cnf 0 2000 87.6995
uuf250-062.cnf 0 2000 85.1643
uuf250-062.cnf 1 2000 87.3239
uuf250-062.cnf 1 2000 87.5117
uuf250-062.cnf 1 2000 88.0751
uuf250-062.cnf 1 2000 87.8873
uuf250-063.cnf 0 2000 86.7606
uuf250-063.cnf 0 2000 87.4178
uuf250-063.cnf 0 2000 86.9484
uuf250-063.cnf 0 2000 87.4178
uuf250-063.cnf 1 2000 86.2911
uuf250-063.cnf 1 2000 86.1972
uuf250-063.cnf 1 2000 87.8873
uuf250-063.cnf 1 2000 85.8216
uuf250-064.cnf 0 2000 87.23
uuf250-064.cnf 0 2000 88.4507
uuf250-064.cnf 0 2000 85.2582
uuf250-064.cnf 0 2000 86.2911
uuf250-064.cnf 1 2000 87.6056
uuf250-064.cnf 1 2000 85.3521
uuf250-064.cnf 1 2000 86.7606
uuf250-064.cnf 1 2000 88.9202
uuf250-065.cnf 0 2000 87.3239
uuf250-065.cnf 0 2000 87.6995
uuf250-065.cnf 0 2000 88.2629
uuf250-065.cnf 0 2000 87.3239
uuf250-065.cnf 1 2000 87.0423
uuf250-065.cnf 1 2000 87.8873
uuf250-065.cnf 1 2000 87.4178
uuf250-065.cnf 1 2000 85.446
uuf250-066.cnf 0 2000 86.4789
uuf250-066.cnf 0 2000 86.1972
uuf250-066.cnf 0 2000 87.8873
uuf250-066.cnf 0 2000 88.3568
uuf250-066.cnf 1 2000 87.9812
uuf250-066.cnf 1 2000 87.8873
uuf250-066.cnf 1 2000 87.8873
uuf250-066.cnf 1 2000 87.8873
uuf250-067.cnf 0 2000 88.169
uuf250-067.cnf 0 2000 88.8263
uuf250-067.cnf 0 2000 87.8873
uuf250-067.cnf 0 2000 86.6667
uuf250-067.cnf 1 2000 88.5446
uuf250-067.cnf 1 2000 87.6056
uuf250-067.cnf 1 2000 88.8263
uuf250-067.cnf 1 2000 87.9812
uuf250-068.cnf 0 2000 87.1361
uuf250-068.cnf 0 2000 86.4789
uuf250-068.cnf 0 2000 87.6056
uuf250-068.cnf 0 2000 88.6385
uuf250-068.cnf 1 2000 88.3568
uuf250-068.cnf 1 2000 88.5446
uuf250-068.cnf 1 2000 86.8545
uuf250-068.cnf 1 2000 88.169
uuf250-069.cnf 0 2000 85.6338
uuf250-069.cnf 0 2000 88.169
uuf250-069.cnf 0 2000 86.9484
uuf250-069.cnf 0 2000 87.8873
uuf250-069.cnf 1 2000 86.4789
uuf250-069.cnf 1 2000 89.0141
uuf250-069.cnf 1 2000 88.9202
uuf250-069.cnf 1 2000 87.3239
uuf250-07.cnf 0 2000 87.23
uuf250-07.cnf 0 2000 87.4178
uuf250-07.cnf 0 2000 88.9202
uuf250-07.cnf 0 2000 87.4178
uuf250-07.cnf 1 2000 86.8545
uuf250-07.cnf 1 2000 85.6338
uuf250-07.cnf 1 2000 87.4178
uuf250-07.cnf 1 2000 87.7934
uuf250-070.cnf 0 2000 86.8545
uuf250-070.cnf 0 2000 87.1361
uuf250-070.cnf 0 2000 88.5446
uuf250-070.cnf 0 2000 88.3568
uuf250-070.cnf 1 2000 87.8873
uuf250-070.cnf 1 2000 86.0094
uuf250-070.cnf 1 2000 87.6995
uuf250-070.cnf 1 2000 89.0141
uuf250-071.cnf 0 2000 88.4507
uuf250-071.cnf 0 2000 88.169
uuf250-071.cnf 0 2000 87.6995
uuf250-071.cnf 0 2000 87.6056
uuf250-071.cnf 1 2000 86.8545
uuf250-071.cnf 1 2000 88.5446
uuf250-071.cnf 1 2000 86.1033
uuf250-071.cnf 1 2000 87.5117
uuf250-072.cnf 0 2000 88.4507
uuf250-072.cnf 0 2000 88.3568
uuf250-072.cnf 0 2000 87.0423
uuf250-072.cnf 0 2000 88.2629
uuf250-072.cnf 1 2000 85.0704
uuf250-072.cnf 1 2000 87.4178
uuf250-072.cnf 1 2000 86.8545
uuf250-072.cnf 1 2000 86.2911
uuf250-073.cnf 0 2000 86.6667
uuf250-073.cnf 0 2000 86.5728
uuf250-073.cnf 0 2000 86.8545
uuf250-073.cnf 0 2000 89.5775
uuf250-073.cnf 1 2000 86.5728
uuf250-073.cnf 1 2000 86.6667
