instance p cost time
uuf250-071.cnf 0.2 1 0.491626
uuf250-071.cnf 0.3 1 0.258974
uuf250-071.cnf 0.4 1 0.26441
uuf250-071.cnf 0.5 1 0.00819032
uuf250-071.cnf 0.6 1 0.00433094
uuf250-071.cnf 0.7 1 1.0358
uuf250-071.cnf 0.8 15 20.0002
uuf250-071.cnf 0.9 22 20.0003
uuf250-072.cnf 0.1 1 0.00663016
uuf250-072.cnf 0.2 1 0.00483708
uuf250-072.cnf 0.3 1 0.00212742
uuf250-072.cnf 0.4 1 0.00302233
uuf250-072.cnf 0.5 1 0.0030192
uuf250-072.cnf 0.6 1 0.00405002
uuf250-072.cnf 0.7 1 0.00976329
uuf250-072.cnf 0.8 1 1.92116
uuf250-072.cnf 0.9 23 20.0002
uuf250-073.cnf 0.1 1 0.0920809
uuf250-073.cnf 0.2 1 0.173388
uuf250-073.cnf 0.3 1 0.610834
uuf250-073.cnf 0.4 1 0.0457281
uuf250-073.cnf 0.5 1 0.160616
uuf250-073.cnf 0.6 1 0.720493
uuf250-073.cnf 0.7 1 7.36073
uuf250-073.cnf 0.8 10 20.0003
uuf250-073.cnf 0.9 23 20.0002
uuf250-074.cnf 0.1 2 20.0002
uuf250-074.cnf 0.2 2 20.0002
uuf250-074.cnf 0.3 2 20.0003
uuf250-074.cnf 0.4 2 20.0003
uuf250-074.cnf 0.5 2 20.0003
uuf250-074.cnf 0.6 3 20.0002
uuf250-074.cnf 0.7 6 20.0002
uuf250-074.cnf 0.8 17 20.0002
uuf250-074.cnf 0.9 24 20.0002
uuf250-075.cnf 0.1 1 0.155871
uuf250-075.cnf 0.2 1 0.00364213
uuf250-075.cnf 0.3 1 0.00209794
uuf250-075.cnf 0.4 1 0.00288962
uuf250-075.cnf 0.5 1 0.00325225
uuf250-075.cnf 0.6 1 0.002993
uuf250-075.cnf 0.7 1 0.0175225
uuf250-075.cnf 0.8 1 3.03344
uuf250-075.cnf 0.9 18 20.0002
uuf250-076.cnf 0.1 1 0.0205841
uuf250-076.cnf 0.2 1 0.0421871
uuf250-076.cnf 0.3 1 0.00770985
uuf250-076.cnf 0.4 1 0.00914656
uuf250-076.cnf 0.5 1 0.00289107
uuf250-076.cnf 0.6 1 0.00416149
uuf250-076.cnf 0.7 1 0.0210269
uuf250-076.cnf 0.8 1 1.84589
uuf250-076.cnf 0.9 23 20.0002
uuf250-077.cnf 0.1 1 0.664311
uuf250-077.cnf 0.2 1 0.0592299
uuf250-077.cnf 0.3 1 0.00914357
uuf250-077.cnf 0.4 1 0.0476802
uuf250-077.cnf 0.5 1 0.0111351
uuf250-077.cnf 0.6 1 0.0114784
uuf250-077.cnf 0.7 1 0.0749905
uuf250-077.cnf 0.8 17 20.0003
uuf250-077.cnf 0.9 23 20.0002
uuf250-078.cnf 0.1 2 20.0002
uuf250-078.cnf 0.2 2 20.0002
uuf250-078.cnf 0.3 2 20.0002
uuf250-078.cnf 0.4 2 20.0002
uuf250-078.cnf 0.5 2 20.0003
uuf250-078.cnf 0.6 2 20.0003
uuf250-078.cnf 0.7 6 20.0002
uuf250-078.cnf 0.8 15 20.0002
uuf250-078.cnf 0.9 22 20.0002
uuf250-079.cnf 0.1 1 0.0299758
uuf250-079.cnf 0.2 1 0.279564
uuf250-079.cnf 0.3 1 0.00722807
uuf250-079.cnf 0.4 1 0.130027
uuf250-079.cnf 0.5 1 0.00521381
uuf250-079.cnf 0.6 1 0.00710026
uuf250-079.cnf 0.7 1 0.151971
uuf250-079.cnf 0.8 14 20.0002
uuf250-079.cnf 0.9 24 20.0002
uuf250-08.cnf 0.1 1 6.46307
uuf250-08.cnf 0.2 1 2.26271
uuf250-08.cnf 0.3 1 2.27075
uuf250-08.cnf 0.4 1 1.14338
uuf250-08.cnf 0.5 1 0.209691
uuf250-08.cnf 0.6 1 0.114382
uuf250-08.cnf 0.7 1 9.23113
uuf250-08.cnf 0.8 1 7.29546
uuf250-08.cnf 0.9 21 20.0002
uuf250-080.cnf 0.1 1 3.21239
uuf250-080.cnf 0.2 1 0.130794
uuf250-080.cnf 0.3 1 0.0150609
uuf250-080.cnf 0.4 1 0.199117
uuf250-080.cnf 0.5 1 0.0221759
uuf250-080.cnf 0.6 1 0.0192212
uuf250-080.cnf 0.7 1 0.0260197
uuf250-080.cnf 0.8 14 20.0002
uuf250-080.cnf 0.9 22 20.0003
uuf250-081.cnf 0.1 1 0.428139
uuf250-081.cnf 0.2 1 0.156291
uuf250-081.cnf 0.3 1 0.0215853
uuf250-081.cnf 0.4 1 0.0671887
uuf250-081.cnf 0.5 1 0.0937002
uuf250-081.cnf 0.6 1 0.00306422
uuf250-081.cnf 0.7 1 0.642525
uuf250-081.cnf 0.8 5 20.0002
uuf250-081.cnf 0.9 10 20.0002
uuf250-082.cnf 0.1 1 0.226335
uuf250-082.cnf 0.2 1 0.0709649
uuf250-082.cnf 0.3 1 0.00621748
uuf250-082.cnf 0.4 1 0.00997485
uuf250-082.cnf 0.5 1 0.00503282
uuf250-082.cnf 0.6 1 0.00771315
uuf250-082.cnf 0.7 1 0.040968
uuf250-082.cnf 0.8 1 3.67475
uuf250-082.cnf 0.9 26 20.0002
uuf250-083.cnf 0.1 1 1.32191
uuf250-083.cnf 0.2 1 0.0668366
uuf250-083.cnf 0.3 1 0.0650486
uuf250-083.cnf 0.4 1 0.00887747
uuf250-083.cnf 0.5 1 0.0185217
uuf250-083.cnf 0.6 1 0.00631632
uuf250-083.cnf 0.7 1 0.0235469
uuf250-083.cnf 0.8 1 16.8307
uuf250-083.cnf 0.9 21 20.0002
uuf250-084.cnf 0.1 1 0.0950888
uuf250-084.cnf 0.2 1 0.0160145
uuf250-084.cnf 0.3 1 0.163707
uuf250-084.cnf 0.4 1 0.0124661
uuf250-084.cnf 0.5 1 0.00653408
uuf250-084.cnf 0.6 1 0.00239267
uuf250-084.cnf 0.7 1 0.0142956
uuf250-084.cnf 0.8 7 20.0005
uuf250-084.cnf 0.9 15 20.0002
uuf250-085.cnf 0.1 2 20.0006
uuf250-085.cnf 0.2 2 20.0003
uuf250-085.cnf 0.3 2 20.0002
uuf250-085.cnf 0.4 2 20.0003
uuf250-085.cnf 0.5 2 20.0002
uuf250-085.cnf 0.6 2 20.0003
uuf250-085.cnf 0.7 6 20.0003
uuf250-085.cnf 0.8 17 20.0002
uuf250-085.cnf 0.9 24 20.0003
uuf250-086.cnf 0.1 2 20.0002
uuf250-086.cnf 0.2 2 20.0002
uuf250-086.cnf 0.3 2 20.0003
uuf250-086.cnf 0.4 2 20.0003
uuf250-086.cnf 0.5 2 20.0002
uuf250-086.cnf 0.6 2 20.0002
uuf250-086.cnf 0.7 8 20.0002
uuf250-086.cnf 0.8 17 20.0002
uuf250-086.cnf 0.9 25 20.0003
uuf250-087.cnf 0.1 1 0.0377692
uuf250-087.cnf 0.2 1 0.010221
uuf250-087.cnf 0.3 1 0.00355347
uuf250-087.cnf 0.4 1 0.00925308
uuf250-087.cnf 0.5 1 0.00419366
uuf250-087.cnf 0.6 1 0.00424722
uuf250-087.cnf 0.7 1 0.0428373
uuf250-087.cnf 0.8 1 0.981198
uuf250-087.cnf 0.9 18 20.0002
uuf250-088.cnf 0.1 2 20.0003
uuf250-088.cnf 0.2 2 20.0003
uuf250-088.cnf 0.3 2 20.0003
uuf250-088.cnf 0.4 2 20.0002
uuf250-088.cnf 0.5 2 20.0002
uuf250-088.cnf 0.6 4 20.0002
uuf250-088.cnf 0.7 10 20.0002
uuf250-088.cnf 0.8 15 20.0003
uuf250-088.cnf 0.9 23 20.0002
uuf250-089.cnf 0.1 1 0.170903
uuf250-089.cnf 0.2 1 0.138052
uuf250-089.cnf 0.3 1 0.00528436
uuf250-089.cnf 0.4 1 0.014273
uuf250-089.cnf 0.5 1 0.00917648
uuf250-089.cnf 0.6 1 0.0105151
uuf250-089.cnf 0.7 1 0.249406
uuf250-089.cnf 0.8 1 13.5463
uuf250-089.cnf 0.9 20 20.0003
uuf250-09.cnf 0.1 1 0.168486
uuf250-09.cnf 0.2 1 0.031109
uuf250-09.cnf 0.3 1 0.0139071
uuf250-09.cnf 0.4 1 0.0247318
uuf250-09.cnf 0.5 1 0.00896172
uuf250-09.cnf 0.6 1 0.0117578
uuf250-09.cnf 0.7 1 0.0211154
uuf250-09.cnf 0.8 12 20.0003
uuf250-09.cnf 0.9 19 20.0002
uuf250-090.cnf 0.1 1 0.0576714
uuf250-090.cnf 0.2 1 0.0109562
uuf250-090.cnf 0.3 1 0.00609733
uuf250-090.cnf 0.4 1 0.0292146
uuf250-090.cnf 0.5 1 0.00649513
uuf250-090.cnf 0.6 1 0.0154703
uuf250-090.cnf 0.7 1 0.0105561
uuf250-090.cnf 0.8 10 20.0003
uuf250-090.cnf 0.9 22 20.0002
uuf250-091.cnf 0.1 1 0.104288
uuf250-091.cnf 0.2 1 0.0118546
uuf250-091.cnf 0.3 1 0.00534906
uuf250-091.cnf 0.4 1 0.00245013
uuf250-091.cnf 0.5 1 0.00870738
uuf250-091.cnf 0.6 1 0.00937714
uuf250-091.cnf 0.7 1 0.492577
uuf250-091.cnf 0.8 13 20.0002
uuf250-091.cnf 0.9 21 20.0002
uuf250-092.cnf 0.1 1 0.734517
uuf250-092.cnf 0.2 1 0.048581
uuf250-092.cnf 0.3 1 0.0422435
uuf250-092.cnf 0.4 1 0.00288956
uuf250-092.cnf 0.5 1 0.00248951
uuf250-092.cnf 0.6 1 0.00756665
uuf250-092.cnf 0.7 1 0.0237637
uuf250-092.cnf 0.8 1 1.89678
uuf250-092.cnf 0.9 25 20.0002
uuf250-093.cnf 0.1 1 0.0304367
uuf250-093.cnf 0.2 1 0.0123541
uuf250-093.cnf 0.3 1 0.00631507
uuf250-093.cnf 0.4 1 0.011608
uuf250-093.cnf 0.5 1 0.00559634
uuf250-093.cnf 0.6 1 0.0190723
uuf250-093.cnf 0.7 1 0.0508217
uuf250-093.cnf 0.8 1 8.02191
uuf250-093.cnf 0.9 21 20.0002
uuf250-094.cnf 0.1 1 0.216661
uuf250-094.cnf 0.2 1 0.0103988
uuf250-094.cnf 0.3 1 0.04655
uuf250-094.cnf 0.4 1 0.00713207
uuf250-094.cnf 0.5 1 0.0128126
uuf250-094.cnf 0.6 1 0.0152248
uuf250-094.cnf 0.7 1 0.0140221
uuf250-094.cnf 0.8 1 0.511432
uuf250-094.cnf 0.9 22 20.0003
uuf250-095.cnf 0.1 3 20.0002
uuf250-095.cnf 0.2 3 20.0003
uuf250-095.cnf 0.3 3 20.0002
uuf250-095.cnf 0.4 3 20.0002
uuf250-095.cnf 0.5 3 20.0003
uuf250-095.cnf 0.6 4 20.0002
uuf250-095.cnf 0.7 8 20.0003
uuf250-095.cnf 0.8 18 20.0002
uuf250-095.cnf 0.9 27 20.0002
uuf250-096.cnf 0.1 1 0.150283
uuf250-096.cnf 0.2 1 0.0254555
uuf250-096.cnf 0.3 1 0.0226137
uuf250-096.cnf 0.4 1 0.0123755
uuf250-096.cnf 0.5 1 0.00356155
uuf250-096.cnf 0.6 1 0.00519515
uuf250-096.cnf 0.7 1 0.0442129
uuf250-096.cnf 0.8 1 15.3994
uuf250-096.cnf 0.9 17 20.0003
uuf250-097.cnf 0.1 1 0.125537
uuf250-097.cnf 0.2 1 1.677
uuf250-097.cnf 0.3 1 0.0931502
uuf250-097.cnf 0.4 1 0.0378629
uuf250-097.cnf 0.5 1 0.0227765
uuf250-097.cnf 0.6 1 0.0471694
uuf250-097.cnf 0.7 1 0.491927
uuf250-097.cnf 0.8 12 20.0002
uuf250-097.cnf 0.9 24 20.0002
uuf250-098.cnf 0.1 1 2.50422
uuf250-098.cnf 0.2 1 0.180238
uuf250-098.cnf 0.3 1 0.192233
uuf250-098.cnf 0.4 1 0.170934
uuf250-098.cnf 0.5 1 0.0560669
uuf250-098.cnf 0.6 1 0.0354178
uuf250-098.cnf 0.7 1 0.903388
uuf250-098.cnf 0.8 16 20.0002
uuf250-098.cnf 0.9 26 20.0002
uuf250-099.cnf 0.1 1 2.3332
uuf250-099.cnf 0.2 1 0.249402
uuf250-099.cnf 0.3 1 0.0455829
uuf250-099.cnf 0.4 1 0.123701
uuf250-099.cnf 0.5 1 0.106121
uuf250-099.cnf 0.6 1 0.0555907
uuf250-099.cnf 0.7 1 0.538945
uuf250-099.cnf 0.8 13 20.0003
uuf250-099.cnf 0.9 23 20.0002
